0.27451536	103	3	off-topic
0.256195978	88	4	new
0.940600349	156	19	old
0.276559134	141	3	new
1	158	25	old
0.604891988	158	12	old
0.901357509	160	22	old
0.963737978	158	23	old
0.716988361	162	16	old
0.250880932	163	0	off-topic
0.453415866	158	4	new
0.333192152	105	5	off-topic
0.197367445	35	2	new
0.83554029	167	20	old
0.522465726	10	5	old
0.339563398	93	6	old
1	168	25	old
0.169744735	38	3	off-topic
0.580012803	163	11	old
0.15334568	169	3	off-topic
0.176273644	170	1	new
0.346196393	35	3	old
0.582294462	169	8	new
0.397143541	168	7	old
0.309156246	165	5	old
0.901446729	178	22	old
0.952100423	180	20	old
1	179	25	old
0.504400167	179	8	new
0.248192786	37	0	off-topic
0.217393707	112	1	tahlil
0.218170456	183	2	tahlil
0.306358894	166	5	off-topic
0.207241524	170	3	new
0.923632024	188	20	old
1	189	25	old
1	189	25	old
1	189	25	old
0.419964537	52	2	off-topic
0.298545076	189	5	new
1	194	25	old
0.202751236	109	0	off-topic
0.296523557	80	3	off-topic
0.19349107	85	0	off-topic
0.255044538	109	1	off-topic
0.180757781	145	3	off-topic
0.35389938	200	9	off-topic
1	201	25	off-topic
0.117342273	13	1	off-topic
0.859750273	203	19	off-topic
0.269520347	201	3	off-topic
0.46476524	205	6	off-topic
0.191518077	100	0	off-topic
0.201838765	109	0	off-topic
0.913374409	208	23	off-topic
0.231291168	141	0	off-topic
0.985953158	210	24	off-topic
0.99454327	211	24	off-topic
0.912078811	211	22	off-topic
0.185164482	14	0	off-topic
0.967767677	214	22	off-topic
0.975921578	215	23	off-topic
0.872947127	215	18	off-topic
0.189515848	66	2	off-topic
0.95556458	218	23	off-topic
0.193627264	112	2	off-topic
0.302121585	0	7	off-topic
0.286072276	114	3	off-topic
0.33890695	222	5	off-topic
0.248977194	11	3	off-topic
0.999720757	224	24	off-topic
0.989677646	225	24	off-topic
0.478983809	226	4	off-topic
0.177125674	224	0	off-topic
0.204300077	101	0	off-topic
0.131898324	127	0	off-topic
0.992867272	230	25	off-topic
0.148147238	78	0	off-topic
0.18092983	61	0	off-topic
0.104768516	125	0	off-topic
0.279242187	51	1	off-topic
0.900367039	235	18	off-topic
0.9956159	235	24	off-topic
0.990510795	235	24	off-topic
0.2205507	226	3	off-topic
